natal,cdf
1.8900000000000001,0.0010387119184399184
1.9000000000000001,0.0010448627982412178
1.9100000000000001,0.0010510209981762317
1.92,0.0010571865251010075
1.93,0.001063359385875338
1.94,0.0010695395873627585
1.95,0.0010757271364305477
1.96,0.0010819220399497234
1.97,0.0010881243047950423
1.98,0.001094333937844998
1.99,0.0011005509459818179
2.0,0.0011067753360914639
2.0100000000000002,0.0011130071150636282
2.02,0.001119246289791733
2.0300000000000002,0.0011254928671729282
2.04,0.0011317468541080897
2.05,0.0011380082575018163
2.06,0.0011442770842624316
2.07,0.0011505533413019777
2.08,0.0011568370355362159
2.09,0.001163128173884624
2.1,0.0011694267632703958
2.11,0.0011757328106204376
2.12,0.0011820463228653657
2.13,0.0011883673069395086
2.14,0.0011946957697808998
2.15,0.0012010317183312798
2.16,0.0012073751595360928
2.17,0.0012137261003444836
2.18,0.001220084547709299
2.19,0.001226450508587083
2.2,0.0012328239899380752
2.21,0.0012392049987262096
2.22,0.0012455935419191145
2.23,0.0012519896264881058
2.24,0.0012583932594081892
2.25,0.0012648044476580578
2.2600000000000002,0.0012712231982200874
2.27,0.0012776495180803376
2.2800000000000002,0.0012840834142285498
2.29,0.001290524893658141
2.3000000000000003,0.0012969739633662079
2.31,0.0013034306303535204
2.32,0.0013098949016245218
2.33,0.0013163667841873258
2.34,0.0013228462850537156
2.35,0.00132933341123914
2.36,0.0013358281697627126
2.37,0.001342330567647212
2.38,0.0013488406119190732
2.39,0.0013553583096083948
2.4,0.0013618836677489273
2.41,0.0013684166933780803
2.42,0.0013749573935369114
2.43,0.001381505775270133
2.44,0.0013880618456261018
2.45,0.0013946256116568237
2.46,0.0014011970804179471
2.47,0.0014077762589687639
2.48,0.0014143631543722046
2.49,0.0014209577736948396
2.5,0.001427560124006872
2.5100000000000002,0.0014341702123821414
2.52,0.0014407880458981175
2.5300000000000002,0.0014474136316359005
2.54,0.0014540469766802162
2.5500000000000003,0.0014606880881194177
2.56,0.0014673369730454791
2.57,0.001473993638553996
2.58,0.0014806580917441838
2.59,0.0014873303397188718
2.6,0.0014940103895845062
2.61,0.0015006982484511444
2.62,0.0015073939234324532
2.63,0.0015140974216457073
2.64,0.0015208087502117875
2.65,0.0015275279162551773
2.66,0.0015342549269039617
2.67,0.001540989789289824
2.68,0.0015477325105480444
2.69,0.001554483097817498
2.7,0.0015612415582406506
2.71,0.00156800789896356
2.72,0.001574782127135869
2.73,0.0015815642499108083
2.74,0.0015883542744451898
2.75,0.0015951522078994065
2.7600000000000002,0.0016019580574374306
2.77,0.0016087718302268102
2.7800000000000002,0.0016155935334386667
2.79,0.001622423174247693
2.8000000000000003,0.0016292607598321536
2.81,0.0016361062973738753
2.82,0.0016429597940582543
2.83,0.0016498212570742468
2.84,0.0016566906936143681
2.85,0.001663568110874692
2.86,0.0016704535160548479
2.87,0.0016773469163580182
2.88,0.0016842483189909337
2.89,0.001691157731163875
2.9,0.0016980751600906686
2.91,0.0017050006129886834
2.92,0.0017119340970788294
2.93,0.0017188756195855549
2.94,0.0017258251877368448
2.95,0.0017327828087642175
2.96,0.0017397484899027212
2.97,0.0017467222383909353
2.98,0.0017537040614709627
2.99,0.0017606939663884326
3.0,0.0017676919603924948
3.0100000000000002,0.0017746980507358171
3.02,0.0017817122446745852
3.0300000000000002,0.0017887345494684978
3.04,0.0017957649723807645
3.0500000000000003,0.0018028035206781058
3.06,0.001809850201630747
3.0700000000000003,0.0018169050225124179
3.08,0.0018239679906003497
3.09,0.0018310391131752736
3.1,0.0018381183975214157
3.11,0.0018452058509264954
3.12,0.0018523014806817264
3.13,0.001859405294081808
3.14,0.0018665172984249278
3.15,0.0018736375010127552
3.16,0.0018807659091504428
3.17,0.0018879025301466196
3.18,0.001895047371313393
3.19,0.0019022004399663402
3.2,0.0019093617434245136
3.21,0.0019165312890104282
3.22,0.001923709084050071
3.23,0.0019308951358728854
3.24,0.001938089451811779
3.25,0.0019452920392031162
3.2600000000000002,0.0019525029053867162
3.27,0.00195972205770585
3.2800000000000002,0.001966949503507239
3.29,0.0019741852501410514
3.3000000000000003,0.001981429304960898
3.31,0.001988681675323836
3.3200000000000003,0.001995942368590355
3.33,0.0020032113921243854
3.34,0.0020104887532932897
3.35,0.002017774459467862
3.36,0.0020250685180223226
3.37,0.002032370936334319
3.38,0.0020396817217849207
3.39,0.0020470008817586186
3.4,0.0020543284236433177
3.41,0.0020616643548303382
3.42,0.002069008682714415
3.43,0.0020763614146936883
3.44,0.0020837225581697067
3.45,0.0020910921205474207
3.46,0.002098470109235181
3.47,0.0021058565316447383
3.48,0.0021132513951912374
3.49,0.002120654707293213
3.5,0.0021280664753725908
3.5100000000000002,0.0021354867068546844
3.52,0.0021429154091681876
3.5300000000000002,0.002150352589745179
3.54,0.0021577982560211117
3.5500000000000003,0.0021652524154348166
3.56,0.002172715075428494
3.5700000000000003,0.0021801862434477175
3.58,0.002187665926941423
3.59,0.0021951541333619117
3.6,0.002202650870164848
3.61,0.0022101561448092497
3.62,0.0022176699647574933
3.63,0.0022251923374753037
3.64,0.002232723270431759
3.65,0.002240262771099279
3.66,0.002247810846953631
3.67,0.00225536750547392
3.68,0.0022629327541425896
3.69,0.0022705066004454154
3.7,0.002278089051871508
3.71,0.002285680115913303
3.72,0.0022932798000665647
3.73,0.0023008881118303758
3.74,0.0023085050587071435
3.75,0.0023161306482025875
3.7600000000000002,0.0023237648878257433
3.77,0.0023314077850889537
3.7800000000000002,0.0023390593475078737
3.79,0.0023467195826014585
3.8000000000000003,0.0023543884978919666
3.81,0.002362066100904954
3.8200000000000003,0.0023697523991692737
3.83,0.0023774474002170682
3.84,0.00238515111158377
3.85,0.0023928635408081
3.86,0.002400584695432059
3.87,0.0024083145830009305
3.88,0.00241605321106327
3.89,0.0024238005871709133
3.9,0.0024315567188789616
3.91,0.002439321613745786
3.92,0.00244709527933302
3.93,0.0024548777232055612
3.94,0.002462668952931561
3.95,0.0024704689760824306
3.96,0.0024782778002328293
3.97,0.002486095432960667
3.98,0.0024939218818470963
3.99,0.002501757154476516
4.0,0.0025096012584365614
4.01,0.002517454201318103
4.0200000000000005,0.0025253159907152466
4.03,0.0025331866342253235
4.04,0.0025410661394488954
4.05,0.002548954513989744
4.0600000000000005,0.0025568517654548733
4.07,0.002564757901454501
4.08,0.0025726729296020588
4.09,0.002580596857514191
4.1,0.0025885296928107437
4.11,0.002596471443114773
4.12,0.002604422116052529
4.13,0.002612381719253461
4.14,0.0026203502603502154
4.15,0.0026283277469786224
4.16,0.0026363141867777043
4.17,0.002644309587389664
4.18,0.0026523139564598873
4.19,0.002660327301636935
4.2,0.0026683496305725442
4.21,0.002676380950921618
4.22,0.00268442127034223
4.23,0.0026924705964956196
4.24,0.002700528937046179
4.25,0.0027085962996614634
4.26,0.0027166726920121813
4.2700000000000005,0.0027247581217721894
4.28,0.0027328525966184903
4.29,0.002740956124231232
4.3,0.002749068712293702
4.3100000000000005,0.0027571903684923244
4.32,0.002765321100516655
4.33,0.002773460916059381
4.34,0.002781609822816314
4.3500000000000005,0.0027897678284863913
4.36,0.0027979349407716665
4.37,0.0028061111673773086
4.38,0.0028142965160116024
4.39,0.0028224909943859386
4.4,0.002830694610214816
4.41,0.0028389073712158305
4.42,0.002847129285109681
4.43,0.002855360359620159
4.44,0.00286360060247415
4.45,0.0028718500214016222
4.46,0.002880108624135634
4.47,0.0028883764184123193
4.48,0.0028966534119708944
4.49,0.0029049396125536437
4.5,0.002913235027905925
4.51,0.0029215396657761624
4.5200000000000005,0.0029298535339158435
4.53,0.0029381766400795126
4.54,0.002946508992024772
4.55,0.002954850597512276
4.5600000000000005,0.002963201464305726
4.57,0.0029715616001718694
4.58,0.0029799310128804943
4.59,0.0029883097102044276
4.6000000000000005,0.0029966976999195303
4.61,0.003005094989804689
4.62,0.003013501587641824
4.63,0.0030219175012158755
4.64,0.0030303427383148013
4.65,0.0030387773067295783
4.66,0.0030472212142541926
4.67,0.003055674468685639
4.68,0.0030641370778239185
4.69,0.0030726090494720315
4.7,0.0030810903914359764
4.71,0.003089581111524744
4.72,0.0030980812175503167
4.73,0.003106590717327661
4.74,0.0031151096186747248
4.75,0.0031236379294124384
4.76,0.003132175657364702
4.7700000000000005,0.0031407228103583905
4.78,0.0031492793962233424
4.79,0.0031578454227923635
4.8,0.0031664208979012157
4.8100000000000005,0.00317500582938862
4.82,0.0031836002250962454
4.83,0.003192204092868712
4.84,0.0032008174405535827
4.8500000000000005,0.003209440276001363
4.86,0.0032180726070654905
4.87,0.003226714441602342
4.88,0.003235365787471215
4.89,0.0032440266525343418
4.9,0.0032526970446568678
4.91,0.0032613769717068594
4.92,0.003270066441555295
4.93,0.0032787654620760635
4.94,0.0032874740411459593
4.95,0.0032961921866446783
4.96,0.0033049199064548135
4.97,0.003313657208461852
4.98,0.003322404100554173
4.99,0.003331160590623038
5.0,0.0033399266865625915
5.01,0.0033487023962698588
5.0200000000000005,0.003357487727644739
5.03,0.0033662826885899944
5.04,0.0033750872870112613
5.05,0.003383901530817037
5.0600000000000005,0.003392725427918674
5.07,0.0034015589862303798
5.08,0.003410402213669213
5.09,0.0034192551181550777
5.1000000000000005,0.0034281177076107222
5.11,0.0034369899899617286
5.12,0.003445871973136515
5.13,0.003454763665066332
5.14,0.003463665073685252
5.15,0.003472576206930171
5.16,0.0034814970727408048
5.17,0.003490427679059678
5.18,0.00349936803383213
5.19,0.003508318145006302
5.2,0.0035172780205331364
5.21,0.0035262476683663763
5.22,0.003535227096462556
5.23,0.003544216312780999
5.24,0.003553215325283809
5.25,0.0035622241419358807
5.26,0.0035712427707048754
5.2700000000000005,0.0035802712195612324
5.28,0.003589309496478158
5.29,0.003598357609431619
5.3,0.003607415566400349
5.3100000000000005,0.0036164833753658324
5.32,0.0036255610443123054
5.33,0.00363464858122675
5.34,0.003643745994098899
5.3500000000000005,0.0036528532909212135
5.36,0.0036619704796888954
5.37,0.0036710975683998757
5.38,0.003680234565054812
5.39,0.0036893814776570843
5.4,0.0036985383142127863
5.41,0.0037077050827307293
5.42,0.0037168817912224326
5.43,0.0037260684477021183
5.44,0.003735265060186713
5.45,0.003744471636695833
5.46,0.0037536881852517907
5.47,0.003762914713879589
5.48,0.003772151230606908
5.49,0.0037813977434641094
5.5,0.00379065426048423
5.51,0.0037999207897029745
5.5200000000000005,0.0038091973391587166
5.53,0.0038184839168924874
5.54,0.0038277805309479794
5.55,0.0038370871893715335
5.5600000000000005,0.0038464039002121444
5.57,0.003855730671521445
5.58,0.0038650675113537083
5.59,0.003874414427765849
5.6000000000000005,0.0038837714288174033
5.61,0.003893138522570539
5.62,0.003902515717090045
5.63,0.003911903020443326
5.64,0.003921300440700403
5.65,0.003930707985933899
5.66,0.0039401256642190505
5.67,0.003949553483633684
5.68,0.003958991452258224
5.69,0.003968439578175692
5.7,0.003977897869471683
5.71,0.003987366334234385
5.72,0.003996844980554558
5.73,0.004006333816525533
5.74,0.004015832850243213
5.75,0.004025342089806059
5.76,0.004034861543315097
5.7700000000000005,0.004044391218873902
5.78,0.004053931124588601
5.79,0.004063481268567869
5.8,0.0040730416589229166
5.8100000000000005,0.004082612303767492
5.82,0.004092193211217873
5.83,0.004101784389392872
5.84,0.004111385846413811
5.8500000000000005,0.0041209975904045425
5.86,0.004130619629491424
5.87,0.0041402519718033185
5.88,0.004149894625471603
5.89,0.004159547598630144
5.9,0.004169210899415308
5.91,0.004178884535965948
5.92,0.0041885685164234025
5.93,0.004198262848931493
5.94,0.004207967541636513
5.95,0.004217682602687226
5.96,0.004227408040234867
5.97,0.004237143862433129
5.98,0.004246890077438164
5.99,0.004256646693408568
6.0,0.004266413718505395
6.01,0.004276191160892138
6.0200000000000005,0.004285979028734725
6.03,0.004295777330201519
6.04,0.0043055860734633085
6.05,0.004315405266693313
6.0600000000000005,0.004325234918067163
6.07,0.004335075035762904
6.08,0.004344925627960993
6.09,0.004354786702844292
6.1000000000000005,0.004364658268598061
6.11,0.004374540333409951
6.12,0.004384432905470009
6.13,0.004394335992970663
6.140000000000001,0.004404249604106722
6.15,0.004414173747075373
6.16,0.004424108430076167
6.17,0.004434053661311025
6.18,0.00444400944898423
6.19,0.004453975801302418
6.2,0.004463952726474574
6.21,0.004473940232712035
6.22,0.004483938328228472
6.23,0.004493947021239899
6.24,0.004503966319964651
6.25,0.004513996232623402
6.26,0.004524036767439138
6.2700000000000005,0.004534087932637166
6.28,0.004544149736445101
6.29,0.004554222187092865
6.3,0.004564305292812684
6.3100000000000005,0.00457439906183908
6.32,0.00458450350240886
6.33,0.004594618622761127
6.34,0.004604744431137259
6.3500000000000005,0.004614880935780913
6.36,0.004625028144938015
6.37,0.004635186066856761
6.38,0.0046453547097876045
6.390000000000001,0.004655534081983258
6.4,0.004665724191698682
6.41,0.004675925047191086
6.42,0.004686136656719921
6.43,0.004696359028546869
6.44,0.0047065921709358504
6.45,0.004716836092153004
6.46,0.004727090800466693
6.47,0.004737356304147495
6.48,0.004747632611468203
6.49,0.004757919730703805
6.5,0.004768217670131496
6.51,0.004778526438030666
6.5200000000000005,0.004788846042682896
6.53,0.004799176492371944
6.54,0.004809517795383756
6.55,0.004819869960006449
6.5600000000000005,0.004830232994530309
6.57,0.0048406069072477855
6.58,0.0048509917064534875
6.59,0.004861387400444175
6.6000000000000005,0.004871793997518762
6.61,0.004882211505978303
6.62,0.004892639934125983
6.63,0.004903079290267133
6.640000000000001,0.0049135295827092
6.65,0.004923990819761761
6.66,0.004934463009736499
6.67,0.004944946160947226
6.68,0.0049554402817098405
6.69,0.004965945380342356
6.7,0.004976461465164874
6.71,0.004986988544499595
6.72,0.004997526626670792
6.73,0.00500807572000483
6.74,0.005018635832830137
6.75,0.0050292069734772194
6.76,0.005039789150278646
6.7700000000000005,0.005050382371569035
6.78,0.0050609866456850705
6.79,0.005071601980965474
6.8,0.005082228385751015
6.8100000000000005,0.005092865868384498
6.82,0.005103514437210755
6.83,0.005114174100576651
6.84,0.005124844866831068
6.8500000000000005,0.005135526744324906
6.86,0.005146219741411066
6.87,0.005156923866444464
6.88,0.00516763912778201
6.890000000000001,0.005178365533782607
6.9,0.005189103092807144
6.91,0.005199851813218501
6.92,0.005210611703381526
6.93,0.005221382771663041
6.94,0.005232165026431836
6.95,0.005242958476058661
6.96,0.005253763128916218
6.97,0.005264578993379161
6.98,0.005275406077824089
6.99,0.005286244390629538
7.0,0.005297093940175977
7.01,0.005307954734845802
7.0200000000000005,0.005318826783023332
7.03,0.0053297100930948015
7.04,0.005340604673448354
7.05,0.00535151053247404
7.0600000000000005,0.005362427678563812
7.07,0.005373356120111508
7.08,0.005384295865512865
7.09,0.005395246923165493
7.1000000000000005,0.005406209301468889
7.11,0.005417183008824412
7.12,0.00542816805363529
7.13,0.005439164444306613
7.140000000000001,0.0054501721892453265
7.15,0.00546119129686022
7.16,0.0054722217755619265
7.17,0.005483263633762923
7.18,0.00549431687987751
7.19,0.005505381522321824
7.2,0.005516457569513813
7.21,0.005527545029873238
7.22,0.005538643911821679
7.23,0.0055497542237825095
7.24,0.00556087597418091
7.25,0.0055720091714438445
7.26,0.0055831538240000665
7.2700000000000005,0.0055943099402801085
7.28,0.00560547752871628
7.29,0.005616656597742654
7.3,0.005627847155795071
7.3100000000000005,0.005639049211311134
7.32,0.005650262772730181
7.33,0.00566148784849331
7.34,0.005672724447043355
7.3500000000000005,0.005683972576824881
7.36,0.005695232246284184
7.37,0.005706503463869279
7.38,0.005717786238029901
7.390000000000001,0.005729080577217498
7.4,0.005740386489885212
7.41,0.005751703984487894
7.42,0.005763033069482087
7.43,0.005774373753326012
7.44,0.005785726044479584
7.45,0.005797089951404383
7.46,0.005808465482563662
7.47,0.0058198526464223405
7.48,0.005831251451446991
7.49,0.005842661906105835
7.5,0.005854084018868749
7.51,0.005865517798207242
7.5200000000000005,0.005876963252594459
7.53,0.005888420390505169
7.54,0.00589988922041577
7.55,0.005911369750804268
7.5600000000000005,0.005922861990150288
7.57,0.005934365946935044
7.58,0.005945881629641365
7.59,0.00595740904675366
7.6000000000000005,0.005968948206757928
7.61,0.005980499118141747
7.62,0.0059920617893942695
7.63,0.006003636229006212
7.640000000000001,0.0060152224454698595
7.65,0.006026820447279045
7.66,0.006038430242929155
7.67,0.006050051840917119
7.68,0.006061685249741404
7.69,0.006073330477902007
7.7,0.006084987533900449
7.71,0.00609665642623977
7.72,0.006108337163424529
7.73,0.0061200297539607835
7.74,0.006131734206356098
7.75,0.006143450529119525
7.76,0.006155178730761609
7.7700000000000005,0.006166918819794381
7.78,0.006178670804731336
7.79,0.006190434694087451
7.8,0.006202210496379159
7.8100000000000005,0.0062139982201243555
7.82,0.006225797873842384
7.83,0.0062376094660540286
7.84,0.006249433005281524
7.8500000000000005,0.006261268500048528
7.86,0.0062731159588801265
7.87,0.006284975390302826
7.88,0.00629684680284455
7.890000000000001,0.006308730205034625
7.9,0.006320625605403777
7.91,0.0063325330124841366
7.92,0.006344452434809213
7.930000000000001,0.006356383880913903
7.94,0.006368327359334482
7.95,0.0063802828786085845
7.96,0.006392250447275221
7.97,0.006404230073874754
7.98,0.006416221766948897
7.99,0.0064282255350407045
8.0,0.0064402413866945785
8.01,0.006452269330456243
8.02,0.006464309374872752
8.03,0.006476361528492481
8.040000000000001,0.006488425799865118
8.05,0.006500502197541648
8.06,0.006512590730074368
8.07,0.0065246914060168625
8.08,0.006536804233924004
8.09,0.006548929222351948
8.1,0.006561066379858124
8.11,0.0065732157150012235
8.120000000000001,0.00658537723634121
8.13,0.00659755095243929
8.14,0.006609736871857931
8.15,0.006621935003160831
8.16,0.006634145354912931
8.17,0.006646367935680403
8.18,0.0066586027540306335
8.19,0.006670849818532233
8.2,0.006683109137755018
8.21,0.006695380720270009
8.22,0.006707664574649423
8.23,0.006719960709466665
8.24,0.006732269133296326
8.25,0.006744589854714178
8.26,0.006756922882297157
8.27,0.006769268224623365
8.28,0.006781625890272061
8.290000000000001,0.0067939958878236615
8.3,0.006806378225859713
8.31,0.006818772912962914
8.32,0.0068311799577170885
8.33,0.006843599368707181
8.34,0.006856031154519262
8.35,0.006868475323740506
8.36,0.006880931884959199
8.370000000000001,0.006893400846764716
8.38,0.006905882217747531
8.39,0.006918376006499202
8.4,0.006930882221612361
8.41,0.006943400871680713
8.42,0.006955931965299029
8.43,0.006968475511063138
8.44,0.0069810315175699205
8.45,0.006993599993417298
8.46,0.007006180947204238
8.47,0.007018774387530729
8.48,0.007031380322997786
8.49,0.007043998762207452
8.5,0.007056629713762769
8.51,0.007069273186267793
8.52,0.007081929188327564
8.53,0.007094597728548129
8.540000000000001,0.007107278815536511
8.55,0.007119972457900703
8.56,0.007132678664249683
8.57,0.007145397443193383
8.58,0.007158128803342693
8.59,0.007170872753309456
8.6,0.007183629301706458
8.61,0.007196398457147416
8.620000000000001,0.007209180228246986
8.63,0.007221974623620736
8.64,0.007234781651885156
8.65,0.007247601321657646
8.66,0.007260433641556503
8.67,0.0072732786202009255
8.68,0.007286136266210996
8.69,0.007299006588207681
8.700000000000001,0.0073118895948128225
8.71,0.007324785294649123
8.72,0.007337693696340153
8.73,0.0073506148085103334
8.74,0.007363548639784938
8.75,0.007376495198790073
8.76,0.007389454494152682
8.77,0.00740242653450053
8.78,0.007415411328462208
8.790000000000001,0.007428408884667119
8.8,0.007441419211745462
8.81,0.007454442318328245
8.82,0.00746747821304726
8.83,0.0074805269045350835
8.84,0.007493588401425078
8.85,0.007506662712351366
8.86,0.007519749845948838
8.870000000000001,0.0075328498108531445
8.88,0.0075459626157006725
8.89,0.007559088269128563
8.9,0.007572226779774689
8.91,0.00758537815627765
8.92,0.007598542407276764
8.93,0.007611719541412075
8.94,0.007624909567324317
8.950000000000001,0.007638112493654939
8.96,0.007651328329046067
8.97,0.007664557082140525
8.98,0.007677798761581812
8.99,0.007691053376014097
9.0,0.007704320934082213
9.01,0.007717601444431648
9.02,0.00773089491570855
9.03,0.007744201356559696
9.040000000000001,0.00775752077563251
9.05,0.007770853181575034
9.06,0.00778419858303594
9.07,0.007797556988664508
9.08,0.007810928407110628
9.09,0.007824312847024794
9.1,0.00783771031705808
9.11,0.00785112082586216
9.120000000000001,0.007864544382089275
9.13,0.007877980994392238
9.14,0.007891430671424437
9.15,0.007904893421839797
9.16,0.007918369254292809
9.17,0.0079318581774385
9.18,0.007945360199932427
9.19,0.00795887533043068
9.200000000000001,0.007972403577589871
9.21,0.007985944950067117
9.22,0.007999499456520042
9.23,0.008013067105606776
9.24,0.008026647905985928
9.25,0.008040241866316604
9.26,0.008053848995258375
9.27,0.008067469301471284
9.28,0.00808110279361584
9.290000000000001,0.008094749480352995
9.3,0.008108409370344166
9.31,0.008122082472251187
9.32,0.00813576879473634
9.33,0.008149468346462331
9.34,0.008163181136092275
9.35,0.008176907172289702
9.36,0.008190646463718544
9.370000000000001,0.008204399019043128
9.38,0.008218164846928172
9.39,0.00823194395603876
9.4,0.008245736355040369
9.41,0.008259542052598828
9.42,0.00827336105738033
9.43,0.008287193378051411
9.44,0.008301039023278962
9.450000000000001,0.008314898001730199
9.46,0.008328770322072666
9.47,0.008342655992974237
9.48,0.008356555023103087
9.49,0.008370467421127707
9.5,0.00838439319571688
9.51,0.008398332355539684
9.52,0.00841228490926547
9.53,0.008426250865563879
9.540000000000001,0.00844023023310481
9.55,0.008454223020558423
9.56,0.008468229236595131
9.57,0.0084822488898856
9.58,0.008496281989100725
9.59,0.008510328542911628
9.6,0.008524388559989667
9.61,0.0085384620490064
9.620000000000001,0.00855254901863361
9.63,0.008566649477543258
9.64,0.008580763434407513
9.65,0.008594890897898725
9.66,0.008609031876689415
9.67,0.00862318637945228
9.68,0.008637354414860179
9.69,0.00865153599158612
9.700000000000001,0.008665731118303266
9.71,0.0086799398036849
9.72,0.008694162056404456
9.73,0.008708397885135478
9.74,0.008722647298551638
9.75,0.008736910305326705
9.76,0.008751186914134552
9.77,0.008765477133649146
9.78,0.008779780972544535
9.790000000000001,0.00879409843949485
9.8,0.008808429543174281
9.81,0.00882277429225709
9.82,0.00883713269541759
9.83,0.008851504761330134
9.84,0.008865890498669125
9.85,0.008880289916108983
9.86,0.008894703022324158
9.870000000000001,0.008909129825989124
9.88,0.008923570335778336
9.89,0.008938024560366277
9.9,0.008952492508427405
